Date,Workout Name,Duration,Exercise Name,Set Order,Weight,Reps,Distance,Seconds,Notes,Workout Notes,RPE
2022-08-29 19:33:51,"Chest & Tricep",54m,"Triceps Extension (Machine)",3,125.0,10,0,0,,,
2022-08-29 19:33:51,"Chest & Tricep",54m,"Triceps Extension (Machine)",4,110.0,10,0,0,,,
2022-08-29 19:33:51,"Chest & Tricep",54m,"Chest Fly",1,70.0,10,0,0,"",,
2022-08-29 19:33:51,"Chest & Tricep",54m,"Chest Fly",2,70.0,10,0,0,,,
2022-08-29 19:33:51,"Chest & Tricep",54m,"Chest Fly",3,70.0,6,0,0,,,
2022-08-29 19:33:51,"Chest & Tricep",54m,"Bench Press (Barbell)",1,45.0,10,0,0,"",,
2022-08-29 19:33:51,"Chest & Tricep",54m,"Bench Press (Barbell)",2,65.0,6,0,0,,,
2022-08-29 19:33:51,"Chest & Tricep",54m,"Bench Press (Barbell)",3,45.0,14,0,0,,,
2022-09-05 17:10:34,"Chest and Triceps",58m,"Chest Dip (Assisted)",1,0.0,10,0,0,"","",
2022-09-05 17:10:34,"Chest and Triceps",58m,"Chest Dip (Assisted)",2,0.0,10,0,0,,,
2022-09-05 17:10:34,"Chest and Triceps",58m,"Chest Dip (Assisted)",3,0.0,10,0,0,,,
2022-09-05 17:10:34,"Chest and Triceps",58m,"Chest Dip (Assisted)",4,0.0,10,0,0,,,
2022-09-05 17:10:34,"Chest and Triceps",58m,"Triceps Extension",1,42.5,6,0,0,"",,
2022-09-05 17:10:34,"Chest and Triceps",58m,"Triceps Extension",2,35.0,10,0,0,,,
2022-09-05 17:10:34,"Chest and Triceps",58m,"Triceps Extension",3,35.0,7,0,0,,,
2022-09-05 17:10:34,"Chest and Triceps",58m,"Triceps Extension",4,30.0,10,0,0,,,
2022-09-05 17:10:34,"Chest and Triceps",58m,"Incline Bench Press (Barbell)",1,45.0,10,0,0,"",,
2022-09-05 17:10:34,"Chest and Triceps",58m,"Incline Bench Press (Barbell)",2,65.0,10,0,0,,,
2022-09-05 17:10:34,"Chest and Triceps",58m,"Incline Bench Press (Barbell)",3,74.99999999999999,9,0,0,,,
2022-09-05 17:10:34,"Chest and Triceps",58m,"Incline Bench Press (Barbell)",4,74.99999999999999,7,0,0,,,
2022-09-05 17:10:34,"Chest and Triceps",58m,"Decline Bench Press (Barbell)",1,45.0,10,0,0,"",,
2022-09-05 17:10:34,"Chest and Triceps",58m,"Decline Bench Press (Barbell)",2,65.0,10,0,0,,,
2022-09-05 17:10:34,"Chest and Triceps",58m,"Decline Bench Press (Barbell)",3,74.99999999999999,10,0,0,,,
2022-09-05 17:10:34,"Chest and Triceps",58m,"Decline Bench Press (Barbell)",4,95.0,10,0,0,,,
2022-09-05 17:10:34,"Chest and Triceps",58m,"Push Up",1,0.0,10,0,0,"",,
2022-09-05 17:10:34,"Chest and Triceps",58m,"Push Up",2,0.0,5,0,0,,,
2022-09-05 17:10:34,"Chest and Triceps",58m,"Chest Fly",1,70.0,10,0,0,"",,
2022-09-05 17:10:34,"Chest and Triceps",58m,"Chest Fly",2,65.0,10,0,0,,,
2022-09-05 17:10:34,"Chest and Triceps",58m,"Chest Fly",3,65.0,10,0,0,,,
2022-09-05 17:10:34,"Chest and Triceps",58m,"Chest Fly",4,100.0,4,0,0,,,
2022-09-05 17:10:34,"Chest and Triceps",58m,"Chest Fly",5,55.0,6,0,0,,,
2022-09-08 15:15:22,"Back & Bicep",46m,"Pull Up (Assisted)",1,40.0,10,0,0,"","",
2022-09-08 15:15:22,"Back & Bicep",46m,"Pull Up (Assisted)",2,40.0,10,0,0,,,
2022-09-08 15:15:22,"Back & Bicep",46m,"Pull Up (Assisted)",3,40.0,10,0,0,,,
2022-09-08 15:15:22,"Back & Bicep",46m,"Hammer Curl (Dumbbell)",1,25.0,10,0,0,"",,
2022-09-08 15:15:22,"Back & Bicep",46m,"Hammer Curl (Dumbbell)",2,25.0,7,0,0,,,
2022-09-08 15:15:22,"Back & Bicep",46m,"Hammer Curl (Dumbbell)",3,25.0,6,0,0,,,
2022-09-08 15:15:22,"Back & Bicep",46m,"Hammer Curl (Dumbbell)",4,25.0,5,0,0,,,
2022-09-08 15:15:22,"Back & Bicep",46m,"Bicep Curl (Machine)",1,50.0,10,0,0,"",,
2022-09-08 15:15:22,"Back & Bicep",46m,"Bicep Curl (Machine)",2,50.0,10,0,0,,,
2022-09-08 15:15:22,"Back & Bicep",46m,"Bicep Curl (Machine)",3,50.0,10,0,0,,,
2022-09-08 15:15:22,"Back & Bicep",46m,"Lat Pulldown (Cable)",1,85.0,10,0,0,"",,
2022-09-08 15:15:22,"Back & Bicep",46m,"Lat Pulldown (Cable)",2,100.0,10,0,0,,,
2022-09-08 15:15:22,"Back & Bicep",46m,"Lat Pulldown (Cable)",3,85.0,10,0,0,,,
2022-09-08 15:15:22,"Back & Bicep",46m,"Back Extension (Machine)",1,90.0,10,0,0,"",,
2022-09-08 15:15:22,"Back & Bicep",46m,"Back Extension (Machine)",2,90.0,10,0,0,,,
2022-09-08 15:15:22,"Back & Bicep",46m,"Back Extension (Machine)",3,90.0,10,0,0,,,
2022-09-08 15:15:22,"Back & Bicep",46m,"Back Extension (Machine)",4,90.0,10,0,0,,,
2022-09-08 15:15:22,"Back & Bicep",46m,"Reverse Fly (Machine)",1,85.0,10,0,0,"",,
2022-09-08 15:15:22,"Back & Bicep",46m,"Reverse Fly (Machine)",2,80.0,10,0,0,,,
2022-09-09 19:00:15,"Legs & Shoulders",52m,"Shoulder Press (Machine)",1,60.0,10,0,0,"","",
2022-09-09 19:00:15,"Legs & Shoulders",52m,"Shoulder Press (Machine)",2,60.0,10,0,0,,,
2022-09-09 19:00:15,"Legs & Shoulders",52m,"Shoulder Press (Machine)",3,60.0,10,0,0,,,
2022-09-09 19:00:15,"Legs & Shoulders",52m,"Shoulder Press (Machine)",4,50.0,10,0,0,,,
2022-09-09 19:00:15,"Legs & Shoulders",52m,"Seated Leg Press (Machine)",1,310.0,10,0,0,"",,
2022-09-09 19:00:15,"Legs & Shoulders",52m,"Seated Leg Press (Machine)",2,310.0,10,0,0,,,
2022-09-09 19:00:15,"Legs & Shoulders",52m,"Seated Leg Press (Machine)",3,350.0,10,0,0,,,
2022-09-09 19:00:15,"Legs & Shoulders",52m,"Seated Leg Press (Machine)",4,340.0,10,0,0,,,
2022-09-09 19:00:15,"Legs & Shoulders",52m,"Hip Abductor (Machine)",1,240.0,10,0,0,"",,
2022-09-09 19:00:15,"Legs & Shoulders",52m,"Hip Abductor (Machine)",2,250.0,10,0,0,,,
2022-09-09 19:00:15,"Legs & Shoulders",52m,"Hip Abductor (Machine)",3,255.0,10,0,0,,,
2022-09-09 19:00:15,"Legs & Shoulders",52m,"Hip Abductor (Machine)",4,260.0,10,0,0,,,
2022-09-09 19:00:15,"Legs & Shoulders",52m,"Hip Adductor (Machine)",1,149.99999999999997,5,0,0,"",,
2022-09-09 19:00:15,"Legs & Shoulders",52m,"Hip Adductor (Machine)",2,230.0,5,0,0,,,
2022-09-09 19:00:15,"Legs & Shoulders",52m,"Hip Adductor (Machine)",3,230.0,10,0,0,,,
2022-09-09 19:00:15,"Legs & Shoulders",52m,"Hip Adductor (Machine)",4,250.0,8,0,0,,,
2022-09-09 19:00:15,"Legs & Shoulders",52m,"Hip Adductor (Machine)",5,250.0,3,0,0,,,
2022-09-09 19:00:15,"Legs & Shoulders",52m,"Leg Extension (Machine)",1,190.0,8,0,0,"",,
2022-09-09 19:00:15,"Legs & Shoulders",52m,"Leg Extension (Machine)",2,190.0,8,0,0,,,
2022-09-09 19:00:15,"Legs & Shoulders",52m,"Leg Extension (Machine)",3,190.0,8,0,0,,,
2022-09-09 19:00:15,"Legs & Shoulders",52m,"Leg Extension (Machine)",4,190.0,8,0,0,,,
2022-09-09 19:00:15,"Legs & Shoulders",52m,"Standing Calf Raise (Bodyweight)",1,0,30,0,0,"",,
2022-09-09 19:00:15,"Legs & Shoulders",52m,"Standing Calf Raise (Bodyweight)",2,0,30,0,0,,,
2022-09-09 19:00:15,"Legs & Shoulders",52m,"Standing Calf Raise (Bodyweight)",3,0,30,0,0,,,
2022-09-09 19:00:15,"Legs & Shoulders",52m,"Standing Calf Raise (Bodyweight)",4,0,30,0,0,,,
2022-09-10 17:01:32,"Push",53m,"Arnold Press (Dumbbell)",1,25.0,14,0,0,"","",
2022-09-10 17:01:32,"Push",53m,"Arnold Press (Dumbbell)",2,25.0,14,0,0,,,
2022-09-10 17:01:32,"Push",53m,"Arnold Press (Dumbbell)",3,25.0,14,0,0,,,
2022-09-10 17:01:32,"Push",53m,"Shrug (Dumbbell)",1,50.0,10,0,0,"",,
2022-09-10 17:01:32,"Push",53m,"Shrug (Dumbbell)",2,50.0,10,0,0,,,
2022-09-10 17:01:32,"Push",53m,"Shrug (Dumbbell)",3,50.0,10,0,0,,,
2022-09-10 17:01:32,"Push",53m,"Shrug (Dumbbell)",4,50.0,10,0,0,,,
2022-09-10 17:01:32,"Push",53m,"Lateral Raise (Dumbbell)",1,15.0,10,0,0,"",,
2022-09-10 17:01:32,"Push",53m,"Lateral Raise (Dumbbell)",2,15.0,10,0,0,,,
2022-09-10 17:01:32,"Push",53m,"Lateral Raise (Dumbbell)",3,15.0,10,0,0,,,
2022-09-10 17:01:32,"Push",53m,"Lateral Raise (Dumbbell)",4,15.0,10,0,0,,,
2022-09-10 17:01:32,"Push",53m,"Front Raise (Dumbbell)",1,15.0,10,0,0,"",,
2022-09-10 17:01:32,"Push",53m,"Front Raise (Dumbbell)",2,15.0,10,0,0,,,
2022-09-10 17:01:32,"Push",53m,"Front Raise (Dumbbell)",3,15.0,10,0,0,,,
2022-09-10 17:01:32,"Push",53m,"Front Raise (Dumbbell)",4,15.0,10,0,0,,,
2022-09-10 17:01:32,"Push",53m,"Triceps Extension (Machine)",1,110.0,10,0,0,"",,
2022-09-10 17:01:32,"Push",53m,"Triceps Extension (Machine)",2,149.99999999999997,10,0,0,,,
2022-09-10 17:01:32,"Push",53m,"Triceps Extension (Machine)",3,149.99999999999997,10,0,0,,,
2022-09-10 17:01:32,"Push",53m,"Incline Bench Press (Barbell)",1,45.0,10,0,0,"",,
2022-09-10 17:01:32,"Push",53m,"Incline Bench Press (Barbell)",2,55.0,10,0,0,,,
2022-09-10 17:01:32,"Push",53m,"Incline Bench Press (Barbell)",3,55.0,10,0,0,,,
2022-09-10 17:01:32,"Push",53m,"Incline Bench Press (Barbell)",4,55.0,10,0,0,,,
2022-09-12 17:03:30,"Chest & Tricep ",54m,"Bench Press (Barbell)",1,45.0,8,0,0,"","Bench PB attempt",
2022-09-12 17:03:30,"Chest & Tricep ",54m,"Bench Press (Barbell)",2,95.0,4,0,0,,,
2022-09-12 17:03:30,"Chest & Tricep ",54m,"Bench Press (Barbell)",3,115.0,3,0,0,,,
2022-09-12 17:03:30,"Chest & Tricep ",54m,"Bench Press (Barbell)",4,125.0,3,0,0,,,
2022-09-12 17:03:30,"Chest & Tricep ",54m,"Bench Press (Barbell)",5,145.0,0,0,0,,,
2022-09-12 17:03:30,"Chest & Tricep ",54m,"Bench Press (Barbell)",6,140.0,1,0,0,,,
2022-09-12 17:03:30,"Chest & Tricep ",54m,"Bench Press (Barbell)",7,145.0,0,0,0,,,
2022-09-12 17:03:30,"Chest & Tricep ",54m,"Bench Press (Barbell)",8,145.0,1,0,0,,,
2022-09-12 17:03:30,"Chest & Tricep ",54m,"Triceps Pushdown (Cable - Straight Bar)",1,40.0,10,0,0,"",,
2022-09-12 17:03:30,"Chest & Tricep ",54m,"Triceps Pushdown (Cable - Straight Bar)",2,40.0,10,0,0,,,
2022-09-12 17:03:30,"Chest & Tricep ",54m,"Triceps Pushdown (Cable - Straight Bar)",3,45.0,10,0,0,,,
2022-09-12 17:03:30,"Chest & Tricep ",54m,"Triceps Pushdown (Cable - Straight Bar)",4,45.0,10,0,0,,,
2022-09-12 17:03:30,"Chest & Tricep ",54m,"Chest Dip (Assisted)",1,25.0,10,0,0,"",,
2022-09-12 17:03:30,"Chest & Tricep ",54m,"Chest Dip (Assisted)",2,25.0,10,0,0,,,
2022-09-12 17:03:30,"Chest & Tricep ",54m,"Chest Dip (Assisted)",3,0.0,10,0,0,,,
2022-09-12 17:03:30,"Chest & Tricep ",54m,"Chest Dip (Assisted)",4,0.0,6,0,0,,,
2022-09-12 17:03:30,"Chest & Tricep ",54m,"Chest Fly",1,145.0,2,0,0,"",,
2022-09-12 17:03:30,"Chest & Tricep ",54m,"Chest Fly",2,85.0,10,0,0,,,
2022-09-12 17:03:30,"Chest & Tricep ",54m,"Chest Fly",3,100.0,6,0,0,,,
2022-09-12 17:03:30,"Chest & Tricep ",54m,"Chest Fly",4,115.0,6,0,0,,,
2022-10-07 15:40:22,"Chest & Tricep",2h 32m,"Chest Fly (Band)",1,60.0,10,0,0,"alternate up and down ","",
2022-10-07 15:40:22,"Chest & Tricep",2h 32m,"Chest Fly (Band)",2,60.0,10,0,0,,,
2022-10-07 15:40:22,"Chest & Tricep",2h 32m,"Chest Fly (Band)",3,60.0,7,0,0,,,
2022-10-07 15:40:22,"Chest & Tricep",2h 32m,"Chest Fly (Band)",4,60.0,6,0,0,,,
2022-10-07 15:40:22,"Chest & Tricep",2h 32m,"Bench Press (Barbell)",1,45.0,10,0,0,"",,
2022-10-07 15:40:22,"Chest & Tricep",2h 32m,"Bench Press (Barbell)",2,95.0,10,0,0,,,
2022-10-07 15:40:22,"Chest & Tricep",2h 32m,"Bench Press (Barbell)",3,115.0,2,0,0,,,
2022-10-07 15:40:22,"Chest & Tricep",2h 32m,"Bench Press (Barbell)",4,95.0,5,0,0,,,
2022-10-07 15:40:22,"Chest & Tricep",2h 32m,"Bench Press (Barbell)",5,95.0,6,0,0,,,
2022-10-07 15:40:22,"Chest & Tricep",2h 32m,"Bench Press (Barbell)",6,95.0,4,0,0,,,
2022-10-07 15:40:22,"Chest & Tricep",2h 32m,"Triceps Extension",1,60.0,10,0,0,"",,
2022-10-07 15:40:22,"Chest & Tricep",2h 32m,"Triceps Extension",2,80.0,10,0,0,,,
2022-10-07 15:40:22,"Chest & Tricep",2h 32m,"Triceps Extension",3,70.0,10,0,0,,,
2022-10-07 15:40:22,"Chest & Tricep",2h 32m,"Triceps Extension",4,70.0,10,0,0,,,
2022-10-07 15:40:22,"Chest & Tricep",2h 32m,"Incline Bench Press (Barbell)",1,45.0,10,0,0,"",,
2022-10-07 15:40:22,"Chest & Tricep",2h 32m,"Incline Bench Press (Barbell)",2,65.0,10,0,0,,,
2022-10-07 15:40:22,"Chest & Tricep",2h 32m,"Incline Bench Press (Barbell)",3,85.0,4,0,0,,,
2022-10-07 15:40:22,"Chest & Tricep",2h 32m,"Incline Bench Press (Barbell)",4,85.0,6,0,0,,,
2022-10-07 15:40:22,"Chest & Tricep",2h 32m,"Chest Fly (Band)",1,60.0,10,0,0,"alternate up and down ","",
2022-10-07 15:40:22,"Chest & Tricep",2h 32m,"Chest Fly (Band)",2,60.0,10,0,0,,,
2022-10-07 15:40:22,"Chest & Tricep",2h 32m,"Chest Fly (Band)",3,60.0,7,0,0,,,
2022-10-07 15:40:22,"Chest & Tricep",2h 32m,"Chest Fly (Band)",4,60.0,6,0,0,,,
2022-10-07 15:40:22,"Chest & Tricep",2h 32m,"Bench Press (Barbell)",1,45.0,10,0,0,"",,
2022-10-07 15:40:22,"Chest & Tricep",2h 32m,"Bench Press (Barbell)",2,95.0,10,0,0,,,
2022-10-07 15:40:22,"Chest & Tricep",2h 32m,"Bench Press (Barbell)",3,115.0,2,0,0,,,
2022-10-07 15:40:22,"Chest & Tricep",2h 32m,"Bench Press (Barbell)",4,95.0,5,0,0,,,
2022-10-07 15:40:22,"Chest & Tricep",2h 32m,"Bench Press (Barbell)",5,95.0,6,0,0,,,
2022-10-07 15:40:22,"Chest & Tricep",2h 32m,"Bench Press (Barbell)",6,95.0,4,0,0,,,
2022-10-07 15:40:22,"Chest & Tricep",2h 32m,"Triceps Extension",1,60.0,10,0,0,"",,
2022-10-07 15:40:22,"Chest & Tricep",2h 32m,"Triceps Extension",2,80.0,10,0,0,,,
2022-10-07 15:40:22,"Chest & Tricep",2h 32m,"Triceps Extension",3,70.0,10,0,0,,,
2022-10-07 15:40:22,"Chest & Tricep",2h 32m,"Triceps Extension",4,70.0,10,0,0,,,
2022-10-07 15:40:22,"Chest & Tricep",2h 32m,"Incline Bench Press (Barbell)",1,45.0,10,0,0,"",,
2022-10-07 15:40:22,"Chest & Tricep",2h 32m,"Incline Bench Press (Barbell)",2,65.0,10,0,0,,,
2022-10-07 15:40:22,"Chest & Tricep",2h 32m,"Incline Bench Press (Barbell)",3,85.0,4,0,0,,,
2022-10-07 15:40:22,"Chest & Tricep",2h 32m,"Incline Bench Press (Barbell)",4,85.0,6,0,0,,,
2022-10-13 15:44:18,"Back & Bicep",50m,"Lat Pulldown (Cable)",1,90.0,10,0,0,"","",
2022-10-13 15:44:18,"Back & Bicep",50m,"Lat Pulldown (Cable)",2,90.0,10,0,0,,,
2022-10-13 15:44:18,"Back & Bicep",50m,"Lat Pulldown (Cable)",3,100.0,10,0,0,,,
2022-10-13 15:44:18,"Back & Bicep",50m,"Lat Pulldown (Cable)",4,100.0,10,0,0,,,
2022-10-13 15:44:18,"Back & Bicep",50m,"Pull Up (Assisted)",1,45.0,7,0,0,"",,
2022-10-13 15:44:18,"Back & Bicep",50m,"Pull Up (Assisted)",2,60.0,10,0,0,,,
2022-10-13 15:44:18,"Back & Bicep",50m,"Pull Up (Assisted)",3,60.0,6,0,0,,,
2022-10-13 15:44:18,"Back & Bicep",50m,"Seated Row (Cable)",1,70.0,10,0,0,"",,
2022-10-13 15:44:18,"Back & Bicep",50m,"Seated Row (Cable)",2,85.0,10,0,0,,,
2022-10-13 15:44:18,"Back & Bicep",50m,"Seated Row (Cable)",3,85.0,10,0,0,,,
2022-10-13 15:44:18,"Back & Bicep",50m,"Seated Row (Cable)",4,85.0,10,0,0,,,
2022-10-13 15:44:18,"Back & Bicep",50m,"Hammer Curl (Dumbbell)",1,25.0,5,0,0,"",,
2022-10-13 15:44:18,"Back & Bicep",50m,"Hammer Curl (Dumbbell)",2,25.0,6,0,0,,,
2022-10-13 15:44:18,"Back & Bicep",50m,"Hammer Curl (Dumbbell)",3,22.5,9,0,0,,,
2022-10-13 15:44:18,"Back & Bicep",50m,"Hammer Curl (Dumbbell)",4,20.0,10,0,0,,,
2022-10-13 15:44:18,"Back & Bicep",50m,"Back Extension (Machine)",1,90.0,10,0,0,"",,
2022-10-13 15:44:18,"Back & Bicep",50m,"Back Extension (Machine)",2,100.0,10,0,0,,,
2022-10-13 15:44:18,"Back & Bicep",50m,"Back Extension (Machine)",3,105.0,10,0,0,,,
2022-10-13 15:44:18,"Back & Bicep",50m,"Back Extension (Machine)",4,105.0,10,0,0,,,
2022-10-13 15:44:18,"Back & Bicep",50m,"Bicep Curl (Machine)",1,60.0,8,0,0,"",,
2022-10-13 15:44:18,"Back & Bicep",50m,"Bicep Curl (Machine)",2,50.0,4,0,0,,,
2022-10-13 15:44:18,"Back & Bicep",50m,"Bicep Curl (Machine)",3,70.0,1,0,0,,,
2022-10-13 15:44:18,"Back & Bicep",50m,"Bicep Curl (Machine)",4,50.0,7,0,0,,,
2022-10-13 15:44:18,"Back & Bicep",50m,"Bicep Curl (Machine)",5,50.0,5,0,0,,,
2022-10-19 16:58:30,"Legs",40m,"Leg Extension (Machine)",1,175.0,10,0,0,"","",
2022-10-19 16:58:30,"Legs",40m,"Leg Extension (Machine)",2,185.00000000000003,10,0,0,,,
2022-10-19 16:58:30,"Legs",40m,"Leg Extension (Machine)",3,190.0,10,0,0,,,
2022-10-19 16:58:30,"Legs",40m,"Leg Extension (Machine)",4,200.0,8,0,0,,,
2022-10-19 16:58:30,"Legs",40m,"Hip Abductor (Machine)",1,240.0,10,0,0,"",,
2022-10-19 16:58:30,"Legs",40m,"Hip Abductor (Machine)",2,250.0,10,0,0,,,
2022-10-19 16:58:30,"Legs",40m,"Hip Abductor (Machine)",3,260.0,10,0,0,,,
2022-10-19 16:58:30,"Legs",40m,"Hip Abductor (Machine)",4,290.0,10,0,0,,,
2022-10-19 16:58:30,"Legs",40m,"Hip Adductor (Machine)",1,245.00000000000003,10,0,0,"",,
2022-10-19 16:58:30,"Legs",40m,"Hip Adductor (Machine)",2,245.00000000000003,10,0,0,,,
2022-10-19 16:58:30,"Legs",40m,"Hip Adductor (Machine)",3,245.00000000000003,7,0,0,,,
2022-10-19 16:58:30,"Legs",40m,"Hip Adductor (Machine)",4,235.0,5,0,0,,,
2022-10-19 16:58:30,"Legs",40m,"Squat (Barbell)",1,135.0,10,0,0,"",,
2022-10-19 16:58:30,"Legs",40m,"Squat (Barbell)",2,95.0,10,0,0,,,
2022-10-19 16:58:30,"Legs",40m,"Squat (Barbell)",3,135.0,4,0,0,,,
2022-10-19 16:58:30,"Legs",40m,"Squat (Barbell)",4,135.0,2,0,0,,,
2022-11-14 16:46:01,"Chest & Triceps",41m,"Chest Dip (Assisted)",1,15.0,10,0,0,"","",
2022-11-14 16:46:01,"Chest & Triceps",41m,"Chest Dip (Assisted)",2,0.0,10,0,0,,,
2022-11-14 16:46:01,"Chest & Triceps",41m,"Chest Dip (Assisted)",3,15.0,10,0,0,,,
2022-11-14 16:46:01,"Chest & Triceps",41m,"Chest Dip (Assisted)",4,15.0,6,0,0,,,
2022-11-14 16:46:01,"Chest & Triceps",41m,"Chest Fly",1,74.99999999999999,10,0,0,"",,
2022-11-14 16:46:01,"Chest & Triceps",41m,"Chest Fly",2,74.99999999999999,10,0,0,,,
2022-11-14 16:46:01,"Chest & Triceps",41m,"Chest Fly",3,74.99999999999999,10,0,0,,,
2022-11-14 16:46:01,"Chest & Triceps",41m,"Chest Fly",4,74.99999999999999,10,0,0,,,
2022-11-14 16:46:01,"Chest & Triceps",41m,"Triceps Extension (Dumbbell)",1,30.0,10,0,0,"",,
2022-11-14 16:46:01,"Chest & Triceps",41m,"Triceps Extension (Dumbbell)",2,30.0,10,0,0,,,
2022-11-14 16:46:01,"Chest & Triceps",41m,"Triceps Extension (Dumbbell)",3,30.0,10,0,0,,,
2022-11-14 16:46:01,"Chest & Triceps",41m,"Triceps Extension (Dumbbell)",4,30.0,10,0,0,,,
2022-11-14 16:46:01,"Chest & Triceps",41m,"Triceps Extension (Machine)",1,120.0,10,0,0,"",,
2022-11-14 16:46:01,"Chest & Triceps",41m,"Triceps Extension (Machine)",2,120.0,9,0,0,,,
2022-11-14 16:46:01,"Chest & Triceps",41m,"Triceps Extension (Machine)",3,95.0,9,0,0,,,
2022-11-14 16:46:01,"Chest & Triceps",41m,"Iso-Lateral Chest Press (Machine)",1,50.0,7,0,0,"",,
2022-11-14 16:46:01,"Chest & Triceps",41m,"Iso-Lateral Chest Press (Machine)",2,50.0,10,0,0,,,
2022-11-14 16:46:01,"Chest & Triceps",41m,"Iso-Lateral Chest Press (Machine)",3,50.0,10,0,0,,,
2022-11-19 18:05:15,"Legs",51m,"Seated Leg Press (Machine)",1,310.0,10,0,0,"","",
2022-11-19 18:05:15,"Legs",51m,"Seated Leg Press (Machine)",2,330.0,10,0,0,,,
2022-11-19 18:05:15,"Legs",51m,"Seated Leg Press (Machine)",3,330.0,10,0,0,,,
2022-11-19 18:05:15,"Legs",51m,"Seated Leg Press (Machine)",4,330.0,10,0,0,,,
2022-11-19 18:05:15,"Legs",51m,"Hip Adductor (Machine)",1,240.0,10,0,0,"",,
2022-11-19 18:05:15,"Legs",51m,"Hip Adductor (Machine)",2,245.00000000000003,10,0,0,,,
2022-11-19 18:05:15,"Legs",51m,"Hip Adductor (Machine)",3,245.00000000000003,9,0,0,,,
2022-11-19 18:05:15,"Legs",51m,"Hip Adductor (Machine)",4,230.0,4,0,0,,,
2022-11-19 18:05:15,"Legs",51m,"Hip Abductor (Machine)",1,250.0,10,0,0,"",,
2022-11-19 18:05:15,"Legs",51m,"Hip Abductor (Machine)",2,260.0,10,0,0,,,
2022-11-19 18:05:15,"Legs",51m,"Hip Abductor (Machine)",3,280.0,10,0,0,,,
2022-11-19 18:05:15,"Legs",51m,"Hip Abductor (Machine)",4,270.0,10,0,0,,,
2022-11-19 18:05:15,"Legs",51m,"Running (Treadmill)",1,0,0,0.8,300,"",,
2022-11-23 18:40:42,"Back, Bicep, Core, Cardio",52m,"Pull Up (Assisted)",1,40.0,10,0,0,"","",
2022-11-23 18:40:42,"Back, Bicep, Core, Cardio",52m,"Pull Up (Assisted)",2,40.0,10,0,0,,,
2022-11-23 18:40:42,"Back, Bicep, Core, Cardio",52m,"Pull Up (Assisted)",3,45.0,7,0,0,,,
2022-11-23 18:40:42,"Back, Bicep, Core, Cardio",52m,"Reverse Fly (Machine)",1,85.0,10,0,0,"",,
2022-11-23 18:40:42,"Back, Bicep, Core, Cardio",52m,"Reverse Fly (Machine)",2,85.0,10,0,0,,,
2022-11-23 18:40:42,"Back, Bicep, Core, Cardio",52m,"Reverse Fly (Machine)",3,85.0,10,0,0,,,
2022-11-23 18:40:42,"Back, Bicep, Core, Cardio",52m,"Reverse Fly (Machine)",4,70.0,10,0,0,,,
2022-11-23 18:40:42,"Back, Bicep, Core, Cardio",52m,"Seated Row (Cable)",1,85.0,10,0,0,"",,
2022-11-23 18:40:42,"Back, Bicep, Core, Cardio",52m,"Seated Row (Cable)",2,85.0,10,0,0,,,
2022-11-23 18:40:42,"Back, Bicep, Core, Cardio",52m,"Seated Row (Cable)",3,70.0,10,0,0,,,
2022-11-23 18:40:42,"Back, Bicep, Core, Cardio",52m,"Seated Row (Cable)",4,70.0,10,0,0,,,
2022-11-23 18:40:42,"Back, Bicep, Core, Cardio",52m,"Back Extension (Machine)",1,110.0,10,0,0,"",,
2022-11-23 18:40:42,"Back, Bicep, Core, Cardio",52m,"Back Extension (Machine)",2,130.0,10,0,0,,,
2022-11-23 18:40:42,"Back, Bicep, Core, Cardio",52m,"Back Extension (Machine)",3,130.0,10,0,0,,,
2022-11-23 18:40:42,"Back, Bicep, Core, Cardio",52m,"Hammer Curl (Dumbbell)",1,25.0,10,0,0,"",,
2022-11-23 18:40:42,"Back, Bicep, Core, Cardio",52m,"Hammer Curl (Dumbbell)",2,20.0,8,0,0,,,
2022-11-23 18:40:42,"Back, Bicep, Core, Cardio",52m,"Hammer Curl (Dumbbell)",3,20.0,6,0,0,,,
2022-11-23 18:40:42,"Back, Bicep, Core, Cardio",52m,"Crunch",1,0.0,10,0,0,"",,
2022-11-23 18:40:42,"Back, Bicep, Core, Cardio",52m,"Bicycle Crunch",1,0.0,20,0,0,"",,
2022-11-23 18:40:42,"Back, Bicep, Core, Cardio",52m,"Plank",1,0,0,0,60,"",,
2022-11-23 18:40:42,"Back, Bicep, Core, Cardio",52m,"Hang",1,0,0,0,40,"",,
2022-11-23 18:40:42,"Back, Bicep, Core, Cardio",52m,"Hang",2,0,0,0,30,,,
2022-11-23 18:40:42,"Back, Bicep, Core, Cardio",52m,"Running (Treadmill)",1,0,0,1.0,315,"",,
2022-11-27 11:03:16,"Chest & Triceps",1h 22m,"Bench Press (Dumbbell)",1,40.0,10,0,0,"","",
2022-11-27 11:03:16,"Chest & Triceps",1h 22m,"Bench Press (Dumbbell)",2,50.0,7,0,0,,,
2022-11-27 11:03:16,"Chest & Triceps",1h 22m,"Bench Press (Dumbbell)",3,50.0,9,0,0,,,
2022-11-27 11:03:16,"Chest & Triceps",1h 22m,"Bench Press (Dumbbell)",4,40.0,10,0,0,,,
2022-11-27 11:03:16,"Chest & Triceps",1h 22m,"Bench Press (Dumbbell)",5,40.0,8,0,0,,,
