Date,Workout Name,Duration,Exercise Name,Set Order,Weight,Reps,Distance,Seconds,Notes,Workout Notes,RPE
2022-01-26 19:15:52,"Back & Bicep",41m,"Lat Pulldown (Machine)",1,120.0,10,0,0,"","",
2022-01-26 19:15:52,"Back & Bicep",41m,"Lat Pulldown (Machine)",2,120.0,10,0,0,,,
2022-01-26 19:15:52,"Back & Bicep",41m,"Lat Pulldown (Machine)",3,120.0,10,0,0,,,
2022-01-26 19:15:52,"Back & Bicep",41m,"Lat Pulldown (Machine)",4,120.0,5,0,0,,,
2022-01-26 19:15:52,"Back & Bicep",41m,"Bicep Curl (Dumbbell)",1,22.5,8,0,0,"",,
2022-01-26 19:15:52,"Back & Bicep",41m,"Bicep Curl (Dumbbell)",2,22.5,8,0,0,,,
2022-01-26 19:15:52,"Back & Bicep",41m,"Seated Row (Cable)",1,70.0,10,0,0,"",,
2022-01-26 19:15:52,"Back & Bicep",41m,"Seated Row (Cable)",2,70.0,10,0,0,,,
2022-01-26 19:15:52,"Back & Bicep",41m,"Seated Row (Cable)",3,70.0,10,0,0,,,
2022-01-26 19:15:52,"Back & Bicep",41m,"Seated Row (Cable)",4,70.0,10,0,0,,,
2022-01-26 19:15:52,"Back & Bicep",41m,"Pull Up (Assisted)",1,45.0,6,0,0,"",,
2022-01-26 19:15:52,"Back & Bicep",41m,"Pull Up (Assisted)",2,40.0,5,0,0,,,
2022-01-26 19:15:52,"Back & Bicep",41m,"Pull Up (Assisted)",3,55.0,6,0,0,,,
2022-01-26 19:15:52,"Back & Bicep",41m,"Bicep Curl (Machine)",1,30.0,6,0,0,"",,
2022-01-26 19:15:52,"Back & Bicep",41m,"Bicep Curl (Machine)",2,30.0,8,0,0,,,
2022-01-26 19:15:52,"Back & Bicep",41m,"Bicep Curl (Machine)",3,30.0,8,0,0,,,
2022-01-26 19:15:52,"Back & Bicep",41m,"Crunch",1,0.0,10,0,0,"",,
2022-01-26 19:15:52,"Back & Bicep",41m,"Crunch",2,0.0,10,0,0,,,
2022-01-26 19:15:52,"Back & Bicep",41m,"Crunch",3,0.0,10,0,0,,,
2022-01-26 19:15:52,"Back & Bicep",41m,"Bicycle Crunch",1,0.0,20,0,0,"",,
2022-01-26 19:15:52,"Back & Bicep",41m,"Bicycle Crunch",2,0.0,30,0,0,,,
2022-01-26 19:15:52,"Back & Bicep",41m,"Bicycle Crunch",3,0.0,35,0,0,,,
2022-01-26 19:15:52,"Back & Bicep",41m,"Plank",1,0,0,0,120,"",,
2022-01-29 18:12:35,"Chest and Triceps",47m,"Iso-Lateral Chest Press (Machine)",1,90.0,10,0,0,"","",
2022-01-29 18:12:35,"Chest and Triceps",47m,"Iso-Lateral Chest Press (Machine)",2,90.0,10,0,0,,,
2022-01-29 18:12:35,"Chest and Triceps",47m,"Iso-Lateral Chest Press (Machine)",3,90.0,10,0,0,,,
2022-01-29 18:12:35,"Chest and Triceps",47m,"Iso-Lateral Chest Press (Machine)",4,110.0,9,0,0,,,
2022-01-29 18:12:35,"Chest and Triceps",47m,"Chest Fly",1,85.0,10,0,0,"",,
2022-01-29 18:12:35,"Chest and Triceps",47m,"Chest Fly",2,85.0,10,0,0,,,
2022-01-29 18:12:35,"Chest and Triceps",47m,"Chest Fly",3,85.0,8,0,0,,,
2022-01-29 18:12:35,"Chest and Triceps",47m,"Chest Fly",4,74.99999999999999,10,0,0,,,
2022-01-29 18:12:35,"Chest and Triceps",47m,"Running (Treadmill)",1,0,0,0.8,600,"",,
2022-01-29 18:12:35,"Chest and Triceps",47m,"Chest Dip (Assisted)",1,40.0,10,0,0,"",,
2022-01-29 18:12:35,"Chest and Triceps",47m,"Chest Dip (Assisted)",2,0.0,6,0,0,,,
2022-01-29 18:12:35,"Chest and Triceps",47m,"Chest Dip (Assisted)",3,25.0,10,0,0,,,
2022-01-29 18:12:35,"Chest and Triceps",47m,"Chest Dip (Assisted)",4,25.0,9,0,0,,,
2022-01-29 18:12:35,"Chest and Triceps",47m,"Chest Dip (Assisted)",5,0.0,5,0,0,,,
2022-01-29 18:12:35,"Chest and Triceps",47m,"Bench Press (Barbell)",1,65.0,9,0,0,"",,
2022-01-29 18:12:35,"Chest and Triceps",47m,"Bench Press (Barbell)",2,65.0,9,0,0,,,
2022-01-29 18:12:35,"Chest and Triceps",47m,"Bench Press (Barbell)",3,65.0,6,0,0,,,
2022-01-29 18:12:35,"Chest and Triceps",47m,"Triceps Extension",1,35.0,8,0,0,"",,
2022-01-29 18:12:35,"Chest and Triceps",47m,"Triceps Extension",2,35.0,5,0,0,,,
2022-01-29 18:12:35,"Chest and Triceps",47m,"Triceps Extension",3,25.0,7,0,0,,,
2022-01-29 19:31:05,"Bicep Curls & Cardio ",3m,"Bicep Curl (Dumbbell)",1,20.0,10,0,0,"","",
2022-01-29 19:31:05,"Bicep Curls & Cardio ",3m,"Bicep Curl (Dumbbell)",2,20.0,10,0,0,,,
2022-01-29 19:31:05,"Bicep Curls & Cardio ",3m,"Cycling (Indoor)",1,0,0,2.2,300,"",,
2022-01-31 18:53:37,"Legs & Shoulders",1h 10m,"Seated Leg Press (Machine)",1,250.0,10,0,0,"","",
2022-01-31 18:53:37,"Legs & Shoulders",1h 10m,"Seated Leg Press (Machine)",2,270.0,10,0,0,,,
2022-01-31 18:53:37,"Legs & Shoulders",1h 10m,"Seated Leg Press (Machine)",3,290.0,10,0,0,,,
2022-01-31 18:53:37,"Legs & Shoulders",1h 10m,"Seated Leg Press (Machine)",4,310.0,10,0,0,,,
2022-01-31 18:53:37,"Legs & Shoulders",1h 10m,"Hip Adductor (Machine)",1,235.0,10,0,0,"",,
2022-01-31 18:53:37,"Legs & Shoulders",1h 10m,"Hip Adductor (Machine)",2,210.0,10,0,0,,,
2022-01-31 18:53:37,"Legs & Shoulders",1h 10m,"Hip Adductor (Machine)",3,235.0,10,0,0,,,
2022-01-31 18:53:37,"Legs & Shoulders",1h 10m,"Hip Adductor (Machine)",4,235.0,10,0,0,,,
2022-01-31 18:53:37,"Legs & Shoulders",1h 10m,"Leg Extension (Machine)",1,149.99999999999997,10,0,0,"",,
2022-01-31 18:53:37,"Legs & Shoulders",1h 10m,"Leg Extension (Machine)",2,149.99999999999997,10,0,0,,,
2022-01-31 18:53:37,"Legs & Shoulders",1h 10m,"Leg Extension (Machine)",3,149.99999999999997,10,0,0,,,
2022-01-31 18:53:37,"Legs & Shoulders",1h 10m,"Leg Extension (Machine)",4,149.99999999999997,10,0,0,,,
2022-01-31 18:53:37,"Legs & Shoulders",1h 10m,"Seated Calf Raise (Machine)",1,130.0,10,0,0,"",,
2022-01-31 18:53:37,"Legs & Shoulders",1h 10m,"Seated Calf Raise (Machine)",2,130.0,10,0,0,,,
2022-01-31 18:53:37,"Legs & Shoulders",1h 10m,"Seated Calf Raise (Machine)",3,130.0,10,0,0,,,
2022-01-31 18:53:37,"Legs & Shoulders",1h 10m,"Seated Calf Raise (Machine)",4,130.0,10,0,0,,,
2022-01-31 18:53:37,"Legs & Shoulders",1h 10m,"Hip Abductor (Machine)",1,230.0,10,0,0,"",,
2022-01-31 18:53:37,"Legs & Shoulders",1h 10m,"Hip Abductor (Machine)",2,230.0,10,0,0,,,
2022-01-31 18:53:37,"Legs & Shoulders",1h 10m,"Hip Abductor (Machine)",3,230.0,10,0,0,,,
2022-01-31 18:53:37,"Legs & Shoulders",1h 10m,"Hip Abductor (Machine)",4,230.0,10,0,0,,,
2022-01-31 18:53:37,"Legs & Shoulders",1h 10m,"Lying Leg Curl (Machine)",1,120.0,10,0,0,"",,
2022-01-31 18:53:37,"Legs & Shoulders",1h 10m,"Lying Leg Curl (Machine)",2,115.0,10,0,0,,,
2022-01-31 18:53:37,"Legs & Shoulders",1h 10m,"Lying Leg Curl (Machine)",3,120.0,10,0,0,,,
2022-01-31 18:53:37,"Legs & Shoulders",1h 10m,"Lying Leg Curl (Machine)",4,115.0,10,0,0,,,
2022-01-31 18:53:37,"Legs & Shoulders",1h 10m,"Shoulder Press (Machine)",1,50.0,10,0,0,"",,
2022-01-31 18:53:37,"Legs & Shoulders",1h 10m,"Shoulder Press (Machine)",2,50.0,10,0,0,,,
2022-01-31 18:53:37,"Legs & Shoulders",1h 10m,"Shoulder Press (Machine)",3,30.0,10,0,0,,,
2022-01-31 18:53:37,"Legs & Shoulders",1h 10m,"Lateral Raise (Dumbbell)",1,15.0,10,0,0,"",,
2022-01-31 18:53:37,"Legs & Shoulders",1h 10m,"Lateral Raise (Dumbbell)",2,15.0,10,0,0,,,
2022-01-31 18:53:37,"Legs & Shoulders",1h 10m,"Lateral Raise (Dumbbell)",3,15.0,10,0,0,,,
2022-01-31 18:53:37,"Legs & Shoulders",1h 10m,"Front Raise (Dumbbell)",1,15.0,10,0,0,"",,
2022-01-31 18:53:37,"Legs & Shoulders",1h 10m,"Front Raise (Dumbbell)",2,15.0,10,0,0,,,
2022-01-31 18:53:37,"Legs & Shoulders",1h 10m,"Front Raise (Dumbbell)",3,15.0,10,0,0,,,
2022-01-31 18:53:37,"Legs & Shoulders",1h 10m,"Shrug (Dumbbell)",1,40.0,10,0,0,"",,
2022-01-31 18:53:37,"Legs & Shoulders",1h 10m,"Shrug (Dumbbell)",2,40.0,10,0,0,,,
2022-01-31 18:53:37,"Legs & Shoulders",1h 10m,"Shrug (Dumbbell)",3,40.0,10,0,0,,,
2022-01-31 18:53:37,"Legs & Shoulders",1h 10m,"Crunch",1,0.0,20,0,0,"",,
2022-01-31 18:53:37,"Legs & Shoulders",1h 10m,"Plank",1,0,0,0,120,"",,
2022-02-02 18:51:43,"Back & Bicep",1h 3m,"Lat Pulldown (Cable)",1,120.0,10,0,0,"","",
2022-02-02 18:51:43,"Back & Bicep",1h 3m,"Lat Pulldown (Cable)",2,120.0,10,0,0,,,
2022-02-02 18:51:43,"Back & Bicep",1h 3m,"Lat Pulldown (Cable)",3,115.0,9,0,0,,,
2022-02-02 18:51:43,"Back & Bicep",1h 3m,"Lat Pulldown (Cable)",4,115.0,8,0,0,,,
2022-02-02 18:51:43,"Back & Bicep",1h 3m,"Pull Up (Assisted)",1,45.0,10,0,0,"",,
2022-02-02 18:51:43,"Back & Bicep",1h 3m,"Pull Up (Assisted)",2,45.0,10,0,0,,,
2022-02-02 18:51:43,"Back & Bicep",1h 3m,"Pull Up (Assisted)",3,55.0,10,0,0,,,
2022-02-02 18:51:43,"Back & Bicep",1h 3m,"Pull Up (Assisted)",4,60.0,10,0,0,,,
2022-02-02 18:51:43,"Back & Bicep",1h 3m,"Reverse Fly (Machine)",1,85.0,10,0,0,"",,
2022-02-02 18:51:43,"Back & Bicep",1h 3m,"Reverse Fly (Machine)",2,85.0,8,0,0,,,
2022-02-02 18:51:43,"Back & Bicep",1h 3m,"Reverse Fly (Machine)",3,74.99999999999999,8,0,0,,,
2022-02-02 18:51:43,"Back & Bicep",1h 3m,"Seated Row (Cable)",1,70.0,10,0,0,"",,
2022-02-02 18:51:43,"Back & Bicep",1h 3m,"Seated Row (Cable)",2,70.0,10,0,0,,,
2022-02-02 18:51:43,"Back & Bicep",1h 3m,"Seated Row (Cable)",3,85.0,10,0,0,,,
2022-02-02 18:51:43,"Back & Bicep",1h 3m,"Seated Row (Cable)",4,70.0,10,0,0,,,
2022-02-02 18:51:43,"Back & Bicep",1h 3m,"Hammer Curl (Dumbbell)",1,30.0,20,0,0,"",,
2022-02-02 18:51:43,"Back & Bicep",1h 3m,"Hammer Curl (Dumbbell)",2,30.0,20,0,0,,,
2022-02-02 18:51:43,"Back & Bicep",1h 3m,"Hammer Curl (Dumbbell)",3,30.0,20,0,0,,,
2022-02-02 18:51:43,"Back & Bicep",1h 3m,"Forearm Spin",1,40.0,20,0,0,"",,
2022-02-02 18:51:43,"Back & Bicep",1h 3m,"Forearm Spin",2,40.0,20,0,0,,,
2022-02-02 18:51:43,"Back & Bicep",1h 3m,"Forearm Spin",3,40.0,20,0,0,,,
2022-02-02 18:51:43,"Back & Bicep",1h 3m,"Plank",1,0,0,0,90,"",,
2022-02-02 18:51:43,"Back & Bicep",1h 3m,"Plank",2,0,0,0,60,,,
2022-02-04 15:15:39,"Legs & Shoulders",1h 28m,"Seated Leg Press (Machine)",1,290.0,10,0,0,"","",
2022-02-04 15:15:39,"Legs & Shoulders",1h 28m,"Seated Leg Press (Machine)",2,310.0,10,0,0,,,
2022-02-04 15:15:39,"Legs & Shoulders",1h 28m,"Seated Leg Press (Machine)",3,299.99999999999994,10,0,0,,,
2022-02-04 15:15:39,"Legs & Shoulders",1h 28m,"Seated Leg Press (Machine)",4,290.0,10,0,0,,,
2022-02-04 15:15:39,"Legs & Shoulders",1h 28m,"Leg Extension (Machine)",1,149.99999999999997,10,0,0,"",,
2022-02-04 15:15:39,"Legs & Shoulders",1h 28m,"Leg Extension (Machine)",2,149.99999999999997,10,0,0,,,
2022-02-04 15:15:39,"Legs & Shoulders",1h 28m,"Leg Extension (Machine)",3,149.99999999999997,10,0,0,,,
2022-02-04 15:15:39,"Legs & Shoulders",1h 28m,"Leg Extension (Machine)",4,140.0,8,0,0,,,
2022-02-04 15:15:39,"Legs & Shoulders",1h 28m,"Hip Abductor (Machine)",1,230.0,10,0,0,"",,
2022-02-04 15:15:39,"Legs & Shoulders",1h 28m,"Hip Abductor (Machine)",2,230.0,10,0,0,,,
2022-02-04 15:15:39,"Legs & Shoulders",1h 28m,"Hip Abductor (Machine)",3,230.0,10,0,0,,,
2022-02-04 15:15:39,"Legs & Shoulders",1h 28m,"Hip Abductor (Machine)",4,230.0,10,0,0,,,
2022-02-04 15:15:39,"Legs & Shoulders",1h 28m,"Hip Adductor (Machine)",1,220.0,10,0,0,"",,
2022-02-04 15:15:39,"Legs & Shoulders",1h 28m,"Hip Adductor (Machine)",2,220.0,10,0,0,,,
2022-02-04 15:15:39,"Legs & Shoulders",1h 28m,"Hip Adductor (Machine)",3,230.0,10,0,0,,,
2022-02-04 15:15:39,"Legs & Shoulders",1h 28m,"Hip Adductor (Machine)",4,230.0,10,0,0,,,
2022-02-04 15:15:39,"Legs & Shoulders",1h 28m,"Lying Leg Curl (Machine)",1,115.0,10,0,0,"",,
2022-02-04 15:15:39,"Legs & Shoulders",1h 28m,"Lying Leg Curl (Machine)",2,120.0,10,0,0,,,
2022-02-04 15:15:39,"Legs & Shoulders",1h 28m,"Lying Leg Curl (Machine)",3,120.0,10,0,0,,,
2022-02-04 15:15:39,"Legs & Shoulders",1h 28m,"Lying Leg Curl (Machine)",4,115.0,8,0,0,,,
2022-02-04 15:15:39,"Legs & Shoulders",1h 28m,"Seated Calf Raise (Machine)",1,130.0,10,0,0,"",,
2022-02-04 15:15:39,"Legs & Shoulders",1h 28m,"Seated Calf Raise (Machine)",2,130.0,10,0,0,,,
2022-02-04 15:15:39,"Legs & Shoulders",1h 28m,"Seated Calf Raise (Machine)",3,90.0,10,0,0,,,
2022-02-04 15:15:39,"Legs & Shoulders",1h 28m,"Seated Calf Raise (Machine)",4,110.0,10,0,0,,,
2022-02-11 17:45:39,"Legs",2h 4m,"Hip Adductor (Machine)",1,220.0,10,0,0,"","",
2022-02-11 17:45:39,"Legs",2h 4m,"Hip Adductor (Machine)",2,230.0,10,0,0,,,
2022-02-11 17:45:39,"Legs",2h 4m,"Hip Adductor (Machine)",3,230.0,10,0,0,,,
2022-02-11 17:45:39,"Legs",2h 4m,"Hip Adductor (Machine)",4,230.0,10,0,0,,,
2022-02-11 17:45:39,"Legs",2h 4m,"Hip Abductor (Machine)",1,230.0,10,0,0,"",,
2022-02-11 17:45:39,"Legs",2h 4m,"Hip Abductor (Machine)",2,230.0,10,0,0,,,
2022-02-11 17:45:39,"Legs",2h 4m,"Hip Abductor (Machine)",3,230.0,10,0,0,,,
2022-02-11 17:45:39,"Legs",2h 4m,"Hip Abductor (Machine)",4,230.0,10,0,0,,,
2022-02-11 17:45:39,"Legs",2h 4m,"Seated Leg Press (Machine)",1,280.0,10,0,0,"",,
2022-02-11 17:45:39,"Legs",2h 4m,"Seated Leg Press (Machine)",2,290.0,10,0,0,,,
2022-02-11 17:45:39,"Legs",2h 4m,"Seated Leg Press (Machine)",3,280.0,10,0,0,,,
2022-02-11 17:45:39,"Legs",2h 4m,"Seated Leg Press (Machine)",4,299.99999999999994,10,0,0,,,
2022-02-11 17:45:39,"Legs",2h 4m,"Glute Machine",1,275.0,20,0,0,"",,
2022-02-11 17:45:39,"Legs",2h 4m,"Glute Machine",2,290.0,20,0,0,,,
2022-02-11 17:45:39,"Legs",2h 4m,"Glute Machine",3,295.0,20,0,0,,,
2022-02-11 17:45:39,"Legs",2h 4m,"Leg Extension (Machine)",1,149.99999999999997,10,0,0,"",,
2022-02-11 17:45:39,"Legs",2h 4m,"Leg Extension (Machine)",2,149.99999999999997,10,0,0,,,
2022-02-11 17:45:39,"Legs",2h 4m,"Leg Extension (Machine)",3,149.99999999999997,10,0,0,,,
2022-02-11 17:45:39,"Legs",2h 4m,"Leg Extension (Machine)",4,149.99999999999997,10,0,0,,,
2022-02-11 17:45:39,"Legs",2h 4m,"Standing Calf Raise (Bodyweight)",1,0,10,0,0,"",,
2022-02-11 17:45:39,"Legs",2h 4m,"Standing Calf Raise (Bodyweight)",2,0,20,0,0,,,
2022-02-11 17:45:39,"Legs",2h 4m,"Standing Calf Raise (Bodyweight)",3,0,40,0,0,,,
2022-02-11 17:45:39,"Legs",2h 4m,"Standing Calf Raise (Bodyweight)",4,0,20,0,0,,,
2022-02-11 17:45:39,"Legs",2h 4m,"Lying Leg Curl (Machine)",1,120.0,10,0,0,"",,
2022-02-11 17:45:39,"Legs",2h 4m,"Lying Leg Curl (Machine)",2,120.0,10,0,0,,,
2022-02-11 17:45:39,"Legs",2h 4m,"Lying Leg Curl (Machine)",3,120.0,10,0,0,,,
2022-02-11 17:45:39,"Legs",2h 4m,"Lying Leg Curl (Machine)",4,110.0,4,0,0,,,
2022-02-14 18:54:15,"Chest & Tricep",1h 10m,"Chest Fly",1,70.0,10,0,0,"","",
2022-02-14 18:54:15,"Chest & Tricep",1h 10m,"Chest Fly",2,85.0,10,0,0,,,
2022-02-14 18:54:15,"Chest & Tricep",1h 10m,"Chest Fly",3,85.0,10,0,0,,,
2022-02-14 18:54:15,"Chest & Tricep",1h 10m,"Incline Bench Press (Barbell)",1,65.0,10,0,0,"",,
2022-02-14 18:54:15,"Chest & Tricep",1h 10m,"Incline Bench Press (Barbell)",2,65.0,10,0,0,,,
2022-02-14 18:54:15,"Chest & Tricep",1h 10m,"Incline Bench Press (Barbell)",3,65.0,10,0,0,,,
2022-02-14 18:54:15,"Chest & Tricep",1h 10m,"Incline Bench Press (Barbell)",4,65.0,10,0,0,,,
2022-02-14 18:54:15,"Chest & Tricep",1h 10m,"Bench Press (Barbell)",1,74.99999999999999,10,0,0,"",,
2022-02-14 18:54:15,"Chest & Tricep",1h 10m,"Bench Press (Barbell)",2,74.99999999999999,10,0,0,,,
2022-02-14 18:54:15,"Chest & Tricep",1h 10m,"Bench Press (Barbell)",3,95.0,5,0,0,,,
2022-02-14 18:54:15,"Chest & Tricep",1h 10m,"Triceps Extension",1,32.5,10,0,0,"",,
2022-02-14 18:54:15,"Chest & Tricep",1h 10m,"Triceps Extension",2,32.5,10,0,0,,,
2022-02-14 18:54:15,"Chest & Tricep",1h 10m,"Triceps Extension",3,37.49999999999999,10,0,0,,,
2022-02-14 18:54:15,"Chest & Tricep",1h 10m,"Triceps Extension",4,37.49999999999999,10,0,0,,,
2022-02-14 18:54:15,"Chest & Tricep",1h 10m,"Chest Dip (Assisted)",1,25.0,6,0,0,"",,
2022-02-14 18:54:15,"Chest & Tricep",1h 10m,"Chest Dip (Assisted)",2,25.0,6,0,0,,,
2022-02-14 18:54:15,"Chest & Tricep",1h 10m,"Chest Dip (Assisted)",3,30.0,6,0,0,,,
2022-02-14 18:54:15,"Chest & Tricep",1h 10m,"Chest Dip (Assisted)",4,30.0,6,0,0,,,
2022-02-14 18:54:15,"Chest & Tricep",1h 10m,"Triceps Extension (Machine)",1,80.0,10,0,0,"",,
2022-02-14 18:54:15,"Chest & Tricep",1h 10m,"Triceps Extension (Machine)",2,80.0,10,0,0,,,
2022-02-14 18:54:15,"Chest & Tricep",1h 10m,"Triceps Extension (Machine)",3,80.0,10,0,0,,,
2022-02-14 18:54:15,"Chest & Tricep",1h 10m,"Triceps Extension (Machine)",4,100.0,8,0,0,,,
2022-02-14 18:54:15,"Chest & Tricep",1h 10m,"Plank",1,0,0,0,105,"",,
2022-02-14 18:54:15,"Chest & Tricep",1h 10m,"Plank",2,0,0,0,40,,,
2022-02-14 18:54:15,"Chest & Tricep",1h 10m,"Bicycle Crunch",1,0.0,30,0,0,"",,
2022-02-14 18:54:15,"Chest & Tricep",1h 10m,"Bicycle Crunch",2,0.0,30,0,0,,,
2022-02-14 18:54:15,"Chest & Tricep",1h 10m,"Bicycle Crunch",3,0.0,30,0,0,,,
2022-02-16 19:02:32,"Back & Bicep",1h 3m,"Lat Pulldown (Cable)",1,90.0,10,0,0,"","",
2022-02-16 19:02:32,"Back & Bicep",1h 3m,"Lat Pulldown (Cable)",2,120.0,10,0,0,,,
2022-02-16 19:02:32,"Back & Bicep",1h 3m,"Lat Pulldown (Cable)",3,115.0,10,0,0,,,
2022-02-16 19:02:32,"Back & Bicep",1h 3m,"Lat Pulldown (Cable)",4,115.0,6,0,0,,,
2022-02-16 19:02:32,"Back & Bicep",1h 3m,"Pull Up (Assisted)",1,45.0,10,0,0,"",,
2022-02-16 19:02:32,"Back & Bicep",1h 3m,"Pull Up (Assisted)",2,45.0,10,0,0,,,
2022-02-16 19:02:32,"Back & Bicep",1h 3m,"Pull Up (Assisted)",3,55.0,10,0,0,,,
2022-02-16 19:02:32,"Back & Bicep",1h 3m,"Pull Up (Assisted)",4,30.0,5,0,0,,,
2022-02-16 19:02:32,"Back & Bicep",1h 3m,"Lat Pulldown (Machine)",1,100.0,5,0,0,"",,
2022-02-16 19:02:32,"Back & Bicep",1h 3m,"Lat Pulldown (Machine)",2,80.0,10,0,0,,,
2022-02-16 19:02:32,"Back & Bicep",1h 3m,"Lat Pulldown (Machine)",3,80.0,10,0,0,,,
2022-02-16 19:02:32,"Back & Bicep",1h 3m,"Hammer Curl (Dumbbell)",1,40.0,20,0,0,"",,
2022-02-16 19:02:32,"Back & Bicep",1h 3m,"Hammer Curl (Dumbbell)",2,40.0,20,0,0,,,
2022-02-16 19:02:32,"Back & Bicep",1h 3m,"Hammer Curl (Dumbbell)",3,40.0,20,0,0,,,
2022-02-16 19:02:32,"Back & Bicep",1h 3m,"Reverse Fly (Machine)",1,74.99999999999999,10,0,0,"",,
2022-02-16 19:02:32,"Back & Bicep",1h 3m,"Reverse Fly (Machine)",2,80.0,10,0,0,,,
2022-02-16 19:02:32,"Back & Bicep",1h 3m,"Reverse Fly (Machine)",3,74.99999999999999,10,0,0,,,
2022-02-16 19:02:32,"Back & Bicep",1h 3m,"Bicycle Crunch",1,0.0,30,0,0,"",,
2022-02-16 19:02:32,"Back & Bicep",1h 3m,"Bicycle Crunch",2,0.0,30,0,0,,,
2022-02-16 19:02:32,"Back & Bicep",1h 3m,"Bicycle Crunch",3,0.0,30,0,0,,,
2022-02-16 19:02:32,"Back & Bicep",1h 3m,"Plank",1,0,0,0,120,"",,
2022-02-17 12:13:29,"Legs & Shoulders",59m,"Seated Leg Press (Machine)",1,210.0,10,0,0,"","",
2022-02-17 12:13:29,"Legs & Shoulders",59m,"Seated Leg Press (Machine)",2,290.0,10,0,0,,,
2022-02-17 12:13:29,"Legs & Shoulders",59m,"Seated Leg Press (Machine)",3,299.99999999999994,10,0,0,,,
2022-02-17 12:13:29,"Legs & Shoulders",59m,"Seated Leg Press (Machine)",4,320.0,10,0,0,,,
2022-02-17 12:13:29,"Legs & Shoulders",59m,"Standing Calf Raise (Bodyweight)",1,0,50,0,0,"",,
2022-02-17 12:13:29,"Legs & Shoulders",59m,"Standing Calf Raise (Bodyweight)",2,0,30,0,0,,,
2022-02-17 12:13:29,"Legs & Shoulders",59m,"Hip Adductor (Machine)",1,230.0,10,0,0,"7th position ",,
2022-02-17 12:13:29,"Legs & Shoulders",59m,"Hip Adductor (Machine)",2,235.0,10,0,0,,,
2022-02-17 12:13:29,"Legs & Shoulders",59m,"Hip Adductor (Machine)",3,235.0,10,0,0,,,
2022-02-17 12:13:29,"Legs & Shoulders",59m,"Hip Adductor (Machine)",4,235.0,7,0,0,,,
2022-02-17 12:13:29,"Legs & Shoulders",59m,"Hip Abductor (Machine)",1,230.0,10,0,0,"",,
2022-02-17 12:13:29,"Legs & Shoulders",59m,"Hip Abductor (Machine)",2,235.0,10,0,0,,,
2022-02-17 12:13:29,"Legs & Shoulders",59m,"Hip Abductor (Machine)",3,240.0,10,0,0,,,
2022-02-17 12:13:29,"Legs & Shoulders",59m,"Hip Abductor (Machine)",4,240.0,10,0,0,,,
2022-02-17 12:13:29,"Legs & Shoulders",59m,"Leg Extension (Machine)",1,149.99999999999997,10,0,0,"",,
2022-02-17 12:13:29,"Legs & Shoulders",59m,"Leg Extension (Machine)",2,149.99999999999997,10,0,0,,,
2022-02-17 12:13:29,"Legs & Shoulders",59m,"Leg Extension (Machine)",3,160.0,10,0,0,,,
2022-02-17 12:13:29,"Legs & Shoulders",59m,"Leg Extension (Machine)",4,170.0,10,0,0,,,
2022-02-17 12:13:29,"Legs & Shoulders",59m,"Lying Leg Curl (Machine)",1,120.0,10,0,0,"",,
2022-02-17 12:13:29,"Legs & Shoulders",59m,"Lying Leg Curl (Machine)",2,130.0,10,0,0,,,
2022-02-17 12:13:29,"Legs & Shoulders",59m,"Lying Leg Curl (Machine)",3,130.0,10,0,0,,,
2022-02-17 12:13:29,"Legs & Shoulders",59m,"Shoulder Press (Machine)",1,50.0,10,0,0,"",,
2022-02-17 12:13:29,"Legs & Shoulders",59m,"Shoulder Press (Machine)",2,45.0,5,0,0,,,
2022-02-17 12:13:29,"Legs & Shoulders",59m,"Lateral Raise (Dumbbell)",1,10.0,10,0,0,"",,
2022-02-17 12:13:29,"Legs & Shoulders",59m,"Lateral Raise (Dumbbell)",2,10.0,10,0,0,,,
2022-02-17 12:13:29,"Legs & Shoulders",59m,"Lateral Raise (Dumbbell)",3,10.0,10,0,0,,,
2022-02-17 12:13:29,"Legs & Shoulders",59m,"Front Raise (Dumbbell)",1,17.5,10,0,0,"",,
2022-02-17 12:13:29,"Legs & Shoulders",59m,"Front Raise (Dumbbell)",2,17.5,10,0,0,,,
2022-02-17 12:13:29,"Legs & Shoulders",59m,"Front Raise (Dumbbell)",3,15.0,10,0,0,,,
2022-02-17 12:13:29,"Legs & Shoulders",59m,"Shrug (Dumbbell)",1,60.0,10,0,0,"",,
2022-02-17 12:13:29,"Legs & Shoulders",59m,"Shrug (Dumbbell)",2,80.0,10,0,0,,,
2022-02-17 12:13:29,"Legs & Shoulders",59m,"Shrug (Dumbbell)",3,80.0,10,0,0,,,
2022-02-17 12:13:29,"Legs & Shoulders",59m,"Bicycle Crunch",1,0.0,30,0,0,"",,
2022-02-17 12:13:29,"Legs & Shoulders",59m,"Bicycle Crunch",2,0.0,30,0,0,,,
2022-02-17 12:13:29,"Legs & Shoulders",59m,"Crunch",1,0.0,10,0,0,"",,
2022-02-17 12:13:29,"Legs & Shoulders",59m,"Crunch",2,0.0,10,0,0,,,
2022-02-17 12:13:29,"Legs & Shoulders",59m,"Plank",1,0,0,0,60,"",,
2022-02-17 12:13:29,"Legs & Shoulders",59m,"Russian Twist",1,0,20,0,0,"",,
2022-02-17 12:13:29,"Legs & Shoulders",59m,"Russian Twist",2,0,20,0,0,,,
2022-02-18 15:33:44,"Chest & Triceps",1h,"Aerobics",1,0,0,0,300,"Stairs","",
